,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_7_prime_1,0.7472,0.6923,0.7022,0.573,0.6556,0.6717,0.6975,0.5952,0.7022,0.7472,0.7468,0.6626,0.7619,0.6029,0.474,0.5964,0.6002,0.6626,0.6336,0.6626,0.6332,0.6712,0.2088,0.3174,0.2088,0.1173,0.2088,0.2088,0.2088,0.2088,0.2085,0.2088,0.2088,0.3595,0.5633,0.3595,0.2996,0.3595,0.3413,0.3595,0.3595,0.3595,0.3413,0.3595,0.6114,0.6115,0.4166,0.5369,0.5689,0.524,0.6114,0.5658,0.579,0.6455,0.6115,0.6351,0.7461,0.5477,0.4499,0.5804,0.577,0.6351,0.6428,0.6835,0.6589,0.6868,0.7962,1.0,0.7486,0.606,0.7792,0.7152,0.7962,0.7013,0.7043,0.7962,0.7958,0.5816,0.5816,0.5488,0.4227,0.5804,0.5272,0.5915,0.4998,0.5952,0.5964,0.6272,0.4535,0.4538,0.2671,0.3453,0.4535,0.3024,0.4352,0.4535,0.4535,0.4352,0.4535,0.4539,0.4539,0.2675,0.4539,0.3677,0.4539,0.4539,0.4539,0.3624,0.4502,0.4539
Condition_7_prime_2,0.8108,0.6034,0.7814,0.6497,0.718,0.7474,0.779,0.7035,0.7814,0.8108,0.8104,0.7383,0.6248,0.6529,0.5507,0.6789,0.6827,0.7383,0.6969,0.7383,0.6969,0.747,0.296,0.296,0.296,0.2045,0.296,0.296,0.296,0.296,0.287,0.2947,0.2947,0.4634,0.4634,0.4634,0.3719,0.4634,0.3997,0.4634,0.4634,0.4634,0.3997,0.4634,0.7051,0.6099,0.5025,0.5967,0.6603,0.6152,0.7051,0.656,0.5756,0.6443,0.7051,0.72,0.6152,0.6112,0.5358,0.6682,0.6595,0.72,0.6112,0.7312,0.7346,0.6685,0.9364,0.7486,1.0,0.6946,0.8571,0.8411,0.9351,0.8559,0.8995,0.9364,0.8871,0.6718,0.5766,0.6338,0.513,0.6682,0.6174,0.5736,0.5767,0.6709,0.6814,0.609,0.6522,0.4622,0.4656,0.4708,0.6522,0.4708,0.5886,0.6522,0.6522,0.4937,0.5573,0.6663,0.5714,0.4784,0.6663,0.5801,0.6663,0.6663,0.6663,0.5748,0.5398,0.5714
Condition_7_prime_3,0.652,0.646,0.6349,0.7632,0.5595,0.5755,0.7201,0.5442,0.6349,0.652,0.6516,0.5664,0.4446,0.5076,0.7541,0.4988,0.5025,0.5664,0.6332,0.5664,0.5381,0.5751,0.1325,0.1325,0.1325,0.041,0.1325,0.1325,0.1325,0.1325,0.1322,0.1325,0.1325,0.2966,0.2966,0.2966,0.2051,0.2966,0.265,0.2966,0.2966,0.2966,0.265,0.2966,0.5153,0.5153,0.4166,0.4076,0.4712,0.4263,0.5153,0.4696,0.3889,0.4554,0.5153,0.5389,0.4297,0.4524,0.7275,0.4827,0.4793,0.5389,0.4527,0.5884,0.5628,0.4967,0.7582,0.606,0.6946,1.0,0.7109,0.6629,0.7582,0.7594,0.6664,0.7582,0.7579,0.4854,0.4854,0.4527,0.3266,0.4827,0.4295,0.4967,0.4045,0.4991,0.5003,0.4371,0.4867,0.3915,0.3952,0.3598,0.4867,0.3698,0.4551,0.4867,0.4867,0.3599,0.3915,0.4871,0.4834,0.3956,0.4871,0.4009,0.4871,0.4871,0.4871,0.3956,0.3829,0.3919
Condition_7_prime_4,0.8411,0.6024,0.8278,0.667,0.8449,0.7656,0.8008,0.6972,0.8185,0.8411,0.8408,0.7565,0.6338,0.6993,0.568,0.7832,0.6917,0.7565,0.7276,0.7565,0.7272,0.7652,0.2234,0.2234,0.2234,0.1372,0.2234,0.2234,0.2234,0.2234,0.2221,0.2233,0.2233,0.3661,0.3661,0.3661,0.2799,0.3661,0.3345,0.3661,0.3661,0.3661,0.3345,0.3661,0.7054,0.6102,0.5029,0.5968,0.6604,0.6155,0.7054,0.6598,0.562,0.6455,0.7054,0.729,0.6189,0.6416,0.5438,0.7671,0.6685,0.729,0.6428,0.7683,0.7529,0.6868,0.9048,0.7792,0.8571,0.7109,1.0,0.8399,0.9048,0.8099,0.8173,0.9047,0.9032,0.6756,0.5803,0.6428,0.5167,0.6719,0.6187,0.5915,0.5937,0.6892,0.6904,0.6272,0.5516,0.3627,0.3704,0.434,0.5516,0.4072,0.52,0.5516,0.5516,0.426,0.4576,0.5532,0.4593,0.3721,0.5532,0.4763,0.5532,0.5532,0.5532,0.467,0.4503,0.4593
Condition_7_prime_5,0.7932,0.5692,0.7629,0.6353,0.7017,0.734,0.7412,0.6721,0.7536,0.7932,0.7931,0.7249,0.6155,0.6357,0.5364,0.6697,0.6734,0.7249,0.6799,0.7249,0.6796,0.7336,0.2521,0.2521,0.2521,0.1658,0.2521,0.2521,0.2521,0.2521,0.2521,0.2508,0.2508,0.333,0.333,0.333,0.2468,0.333,0.2854,0.333,0.333,0.333,0.2854,0.333,0.7017,0.6065,0.4713,0.5955,0.6592,0.6118,0.7017,0.6415,0.5438,0.6365,0.7017,0.7108,0.6099,0.594,0.5256,0.6629,0.7637,0.7108,0.5952,0.7047,0.7213,0.6552,0.901,0.7152,0.8411,0.6629,0.8399,1.0,0.8998,0.8049,0.8185,0.901,0.8555,0.6666,0.5713,0.6246,0.5077,0.6629,0.615,0.5599,0.5621,0.6576,0.6722,0.6273,0.5185,0.3296,0.3373,0.3756,0.5185,0.4325,0.4709,0.5185,0.5185,0.3769,0.4245,0.5235,0.4296,0.3412,0.5235,0.4466,0.5235,0.5235,0.5235,0.4373,0.4113,0.4296
Condition_7_prime_6,0.8424,0.6658,0.829,0.6679,0.7496,0.7656,0.8266,0.7606,0.829,0.8424,0.842,0.7565,0.6338,0.7005,0.5689,0.688,0.6917,0.7566,0.7285,0.7565,0.7285,0.7652,0.2567,0.2567,0.2567,0.1652,0.2567,0.2567,0.2567,0.2567,0.253,0.2566,0.2566,0.4248,0.4248,0.4248,0.3333,0.4248,0.3772,0.4248,0.4248,0.4248,0.3772,0.4248,0.7054,0.6102,0.5115,0.5968,0.6604,0.6155,0.7054,0.6598,0.5793,0.6455,0.7054,0.729,0.6189,0.6428,0.5448,0.6719,0.6685,0.729,0.6428,0.7788,0.7529,0.6868,0.9987,0.7962,0.9351,0.7582,0.9048,0.8998,1.0,0.9036,0.9035,0.9987,0.9508,0.6756,0.5803,0.6428,0.5167,0.6719,0.6187,0.5918,0.5949,0.6892,0.6904,0.6273,0.6136,0.4236,0.427,0.4615,0.6136,0.4414,0.566,0.6136,0.6136,0.4711,0.5187,0.6178,0.5229,0.431,0.6178,0.5316,0.6178,0.6178,0.6178,0.5263,0.5046,0.5229
Condition_7_prime_7,0.7472,0.6745,0.7339,0.6679,0.6547,0.6708,0.8268,0.6657,0.7339,0.7472,0.7469,0.6616,0.5398,0.6054,0.5689,0.594,0.5977,0.6616,0.7285,0.6616,0.6333,0.6703,0.18,0.18,0.18,0.1337,0.18,0.18,0.18,0.18,0.1763,0.1799,0.1799,0.3626,0.3626,0.3626,0.2686,0.3626,0.299,0.3626,0.3626,0.3626,0.299,0.3626,0.6105,0.5153,0.5118,0.5028,0.5664,0.5216,0.6105,0.5649,0.4842,0.5506,0.6105,0.6342,0.525,0.5477,0.5448,0.5779,0.5746,0.6342,0.5479,0.6836,0.658,0.5919,0.9036,0.7013,0.8559,0.7594,0.8099,0.8049,0.9036,1.0,0.8522,0.9035,0.8556,0.5807,0.4854,0.5479,0.4218,0.5779,0.5247,0.4967,0.4998,0.5943,0.5955,0.5324,0.5527,0.4575,0.4587,0.3793,0.5527,0.3659,0.489,0.5527,0.5527,0.3939,0.4575,0.5568,0.4616,0.4628,0.5568,0.4653,0.5568,0.5568,0.5568,0.4628,0.4434,0.4616
Condition_7_prime_8,0.7558,0.5771,0.7415,0.5909,0.6723,0.6886,0.7313,0.6666,0.8278,0.7558,0.7558,0.6796,0.5568,0.6143,0.4919,0.6243,0.628,0.6796,0.6422,0.6796,0.6423,0.6882,0.2035,0.2035,0.2035,0.2035,0.2035,0.2035,0.2035,0.2035,0.2035,0.1998,0.1998,0.3864,0.3864,0.3864,0.3864,0.3864,0.3228,0.3864,0.3864,0.3864,0.3228,0.3864,0.6284,0.5332,0.42,0.5968,0.5968,0.5386,0.6284,0.6598,0.4878,0.5593,0.6284,0.6521,0.5419,0.5566,0.4678,0.6083,0.6049,0.6521,0.5566,0.7788,0.6759,0.6006,0.9048,0.7043,0.8995,0.6664,0.8173,0.8185,0.9035,0.8522,1.0,0.9048,0.8592,0.6119,0.5167,0.6428,0.4691,0.6083,0.5711,0.5056,0.518,0.6892,0.6268,0.5503,0.5753,0.3852,0.4801,0.3885,0.5753,0.3793,0.5116,0.5753,0.5753,0.4167,0.4804,0.5884,0.4935,0.4895,0.5884,0.4968,0.5884,0.5884,0.5884,0.5884,0.4619,0.4935
Condition_7_prime_9,0.8424,0.6667,0.829,0.6679,0.7496,0.7656,0.8265,0.7615,0.829,0.8424,0.842,0.7565,0.6338,0.7005,0.5689,0.688,0.6917,0.7565,0.7285,0.7565,0.7285,0.7652,0.2576,0.2576,0.2576,0.1661,0.2576,0.2576,0.2576,0.2576,0.2539,0.2576,0.2576,0.4248,0.4248,0.4248,0.3333,0.4248,0.3772,0.4248,0.4248,0.4248,0.3772,0.4248,0.7054,0.6102,0.5115,0.5968,0.6604,0.6155,0.7054,0.6598,0.5793,0.6455,0.7054,0.729,0.6189,0.6428,0.5448,0.6719,0.6685,0.729,0.6428,0.7788,0.7529,0.6868,0.9997,0.7962,0.9364,0.7582,0.9047,0.901,0.9987,0.9035,0.9048,1.0,0.9508,0.6756,0.5803,0.6428,0.5167,0.6719,0.6187,0.5918,0.5949,0.6892,0.6904,0.6273,0.6136,0.4236,0.427,0.4615,0.6136,0.4414,0.566,0.6136,0.6136,0.4711,0.5187,0.6187,0.5238,0.432,0.6187,0.5325,0.6187,0.6187,0.6187,0.5272,0.5056,0.5238
Condition_7_prime_10,0.842,0.6472,0.8274,0.6679,0.7493,0.7656,0.8172,0.734,0.8274,0.842,0.842,0.7565,0.6338,0.7005,0.5689,0.688,0.6917,0.7565,0.7285,0.7565,0.7285,0.7652,0.2274,0.2274,0.2274,0.1359,0.2274,0.2274,0.2274,0.2274,0.2273,0.2274,0.2277,0.3942,0.3942,0.3942,0.3027,0.3942,0.3626,0.3942,0.3942,0.3942,0.3626,0.3942,0.7067,0.6115,0.5298,0.5971,0.6608,0.6168,0.7067,0.6688,0.5883,0.6493,0.7067,0.729,0.6189,0.6428,0.5448,0.6719,0.6685,0.729,0.6428,0.7788,0.7529,0.6868,0.9508,0.7958,0.8871,0.7579,0.9032,0.8555,0.9508,0.8556,0.8592,0.9508,1.0,0.6756,0.5803,0.6428,0.5167,0.6719,0.6187,0.5918,0.5949,0.6892,0.6904,0.6273,0.5831,0.393,0.3968,0.4563,0.5831,0.4162,0.5515,0.5831,0.5831,0.4566,0.4882,0.5832,0.4883,0.3965,0.5832,0.497,0.5832,0.5832,0.5832,0.4917,0.4793,0.4886
Condition_8,0.7934,0.5093,0.7458,0.6985,0.7458,0.7934,0.6985,0.6505,0.7298,0.7934,0.7934,0.7934,0.6982,0.6506,0.6033,0.7897,0.7897,0.7934,0.6985,0.7934,0.6982,0.7934,0.2764,0.2764,0.2764,0.2128,0.2764,0.2764,0.2764,0.2764,0.2764,0.1902,0.2764,0.3331,0.3331,0.3331,0.2694,0.3331,0.333,0.3331,0.3331,0.3331,0.333,0.3331,0.9035,0.8082,0.6761,0.828,0.8917,0.8176,0.9035,0.8319,0.7242,0.816,0.9035,0.9138,0.8182,0.771,0.7236,0.9048,0.8958,0.9138,0.7722,0.7367,0.8955,0.8198,0.6756,0.5816,0.6718,0.4854,0.6756,0.6666,0.6756,0.5807,0.6119,0.6756,0.6756,1.0,0.9048,0.9364,0.8408,0.9048,0.9048,0.8108,0.8572,0.8449,0.9817,0.897,0.4178,0.2289,0.2593,0.3701,0.4178,0.3612,0.4177,0.4178,0.4178,0.3237,0.3238,0.3862,0.2922,0.2277,0.3862,0.3386,0.3862,0.3862,0.3862,0.3226,0.2922,0.2922
Condition_8_prime_1,0.6982,0.6045,0.6505,0.6033,0.6505,0.6982,0.6033,0.5552,0.6345,0.6982,0.6982,0.6982,0.6982,0.5554,0.6033,0.6944,0.6945,0.6982,0.6033,0.6982,0.6029,0.6982,0.2764,0.2764,0.2764,0.2128,0.2764,0.2764,0.2764,0.2764,0.2764,0.1902,0.2764,0.3331,0.4283,0.3331,0.2694,0.3331,0.333,0.3331,0.3331,0.3331,0.333,0.3331,0.8082,0.9035,0.5809,0.7328,0.7964,0.7223,0.8082,0.7366,0.629,0.7208,0.8083,0.8185,0.8182,0.6757,0.7236,0.8095,0.8006,0.8185,0.6769,0.6414,0.8003,0.7246,0.5803,0.5816,0.5766,0.4854,0.5803,0.5713,0.5803,0.4854,0.5167,0.5803,0.5803,0.9048,1.0,0.8411,0.7456,0.8095,0.8096,0.8108,0.762,0.7496,0.8865,0.8018,0.4178,0.3242,0.2593,0.3701,0.4178,0.3612,0.4177,0.4178,0.4178,0.3237,0.3238,0.3862,0.2922,0.2277,0.3862,0.3386,0.3862,0.3862,0.3862,0.3226,0.2922,0.2922
Condition_8_prime_2,0.7767,0.4925,0.713,0.6818,0.713,0.7767,0.6818,0.6174,0.7767,0.7767,0.7767,0.7766,0.6814,0.6178,0.5865,0.7409,0.7409,0.7766,0.6817,0.7766,0.6814,0.7766,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.2291,0.1429,0.2291,0.311,0.311,0.311,0.311,0.311,0.3106,0.311,0.311,0.311,0.3106,0.311,0.8852,0.79,0.6588,0.828,0.828,0.7993,0.8852,0.8732,0.7152,0.7977,0.8852,0.9138,0.7866,0.755,0.7224,0.8411,0.8412,0.9138,0.7562,0.7869,0.8822,0.8198,0.6428,0.5488,0.6338,0.4527,0.6428,0.6246,0.6428,0.5479,0.6428,0.6428,0.6428,0.9364,0.8411,1.0,0.7932,0.8411,0.8572,0.8108,0.8412,0.9085,0.9364,0.8878,0.3957,0.2068,0.3008,0.3317,0.3957,0.3138,0.3954,0.3957,0.3957,0.3014,0.3017,0.3481,0.2541,0.2532,0.3481,0.2844,0.3481,0.3481,0.3481,0.3481,0.2541,0.2541
Condition_8_prime_3,0.6345,0.3504,0.6345,0.5396,0.6345,0.6345,0.5396,0.5393,0.5869,0.6345,0.6345,0.6345,0.5396,0.6345,0.4444,0.6311,0.6311,0.6345,0.5396,0.6345,0.5393,0.6345,0.2603,0.2603,0.2603,0.2127,0.2603,0.2603,0.2603,0.2603,0.2603,0.1741,0.2603,0.2694,0.2694,0.2694,0.2217,0.2694,0.2694,0.2694,0.2694,0.2694,0.2694,0.2694,0.7446,0.6494,0.6597,0.6855,0.7331,0.659,0.7446,0.6887,0.5653,0.6571,0.7446,0.7546,0.6596,0.7546,0.5644,0.7459,0.7369,0.7546,0.6606,0.5935,0.7363,0.6606,0.5167,0.4227,0.513,0.3266,0.5167,0.5077,0.5167,0.4218,0.4691,0.5167,0.5167,0.8408,0.7456,0.7932,1.0,0.7459,0.7783,0.6516,0.8408,0.7017,0.8225,0.7378,0.3541,0.1652,0.2116,0.5133,0.3541,0.3451,0.3541,0.3541,0.3541,0.2601,0.2601,0.3225,0.2285,0.18,0.3225,0.3225,0.3225,0.3225,0.3225,0.2749,0.2285,0.2285
Condition_8_prime_4,0.7897,0.509,0.7421,0.6958,0.7421,0.7897,0.6958,0.6468,0.7261,0.7897,0.7897,0.7897,0.6982,0.6472,0.6005,0.7897,0.7897,0.7897,0.6958,0.7897,0.6945,0.7897,0.2755,0.2755,0.2755,0.2119,0.2755,0.2755,0.2755,0.2755,0.2755,0.1893,0.2755,0.3321,0.3321,0.3321,0.2685,0.3321,0.3321,0.3321,0.3321,0.3321,0.3321,0.3321,0.8082,0.713,0.582,0.7418,0.8054,0.7313,0.8082,0.7366,0.6315,0.7232,0.8083,0.8185,0.7267,0.676,0.6293,0.8185,0.8095,0.8185,0.6794,0.6415,0.8003,0.727,0.6719,0.5804,0.6682,0.4827,0.6719,0.6629,0.6719,0.5779,0.6083,0.6719,0.6719,0.9048,0.8095,0.8411,0.7459,1.0,0.8185,0.718,0.7622,0.8411,0.8865,0.8042,0.4144,0.2289,0.2568,0.3667,0.4144,0.3578,0.4143,0.4144,0.4144,0.3228,0.3229,0.3828,0.2913,0.2252,0.3828,0.3352,0.3828,0.3828,0.3828,0.3192,0.2913,0.2913
Condition_8_prime_5,0.714,0.4332,0.6824,0.62,0.6823,0.714,0.62,0.5871,0.6663,0.714,0.714,0.7139,0.6224,0.5874,0.5247,0.7139,0.7139,0.7139,0.62,0.7139,0.6187,0.7139,0.2368,0.2368,0.2368,0.1892,0.2368,0.2368,0.2368,0.2368,0.2368,0.1599,0.2368,0.2722,0.2722,0.2722,0.2246,0.2722,0.2722,0.2722,0.2722,0.2722,0.2722,0.2722,0.8266,0.7313,0.6074,0.7761,0.8237,0.7629,0.8266,0.7712,0.6411,0.7363,0.8266,0.8278,0.7363,0.7014,0.6386,0.8278,0.8241,0.8278,0.7047,0.676,0.8188,0.7363,0.6187,0.5272,0.6174,0.4295,0.6187,0.615,0.6187,0.5247,0.5711,0.6187,0.6187,0.9048,0.8096,0.8572,0.7783,0.8185,1.0,0.7181,0.7783,0.771,0.8958,0.8096,0.3503,0.1649,0.2087,0.3187,0.3503,0.315,0.3503,0.3503,0.3503,0.2588,0.2588,0.3321,0.2406,0.1905,0.3321,0.3005,0.3321,0.3321,0.3321,0.2845,0.2406,0.2406
Condition_8_prime_6,0.7494,0.6539,0.6724,0.6156,0.6551,0.7027,0.6543,0.5759,0.6632,0.7494,0.7494,0.7027,0.6777,0.5772,0.6156,0.619,0.619,0.7027,0.6542,0.7027,0.6542,0.7027,0.3403,0.3403,0.3403,0.2541,0.3403,0.3403,0.3403,0.3403,0.3403,0.2463,0.3403,0.4489,0.4489,0.4489,0.3626,0.4489,0.4476,0.4489,0.4489,0.4489,0.4476,0.4489,0.7822,0.7822,0.6191,0.6413,0.7049,0.6895,0.7822,0.7225,0.7698,0.8511,0.7823,0.8108,0.7776,0.7328,0.7224,0.718,0.7181,0.8108,0.8277,0.6759,0.8107,0.9047,0.5918,0.5915,0.5736,0.4967,0.5915,0.5599,0.5918,0.4967,0.5056,0.5918,0.5918,0.8108,0.8108,0.8108,0.6516,0.718,0.7181,1.0,0.8095,0.8108,0.8108,0.9048,0.4464,0.3512,0.265,0.3681,0.4464,0.3378,0.4451,0.4464,0.4464,0.4451,0.4464,0.3828,0.3828,0.2014,0.3828,0.3058,0.3828,0.3828,0.3828,0.2965,0.3828,0.3828
Condition_8_prime_7,0.7501,0.4647,0.7501,0.6389,0.7489,0.7329,0.6549,0.6539,0.6731,0.7501,0.7501,0.7329,0.6144,0.7501,0.5437,0.6629,0.663,0.7329,0.6549,0.7329,0.6548,0.7329,0.3286,0.3286,0.3286,0.2516,0.3286,0.3286,0.3286,0.3286,0.3286,0.2371,0.3286,0.3602,0.3602,0.3602,0.2832,0.3602,0.3589,0.3602,0.3602,0.3602,0.3589,0.3602,0.8127,0.7174,0.7938,0.6855,0.7492,0.7178,0.8127,0.7396,0.6774,0.7597,0.8127,0.8412,0.7143,0.9081,0.6532,0.7622,0.7623,0.8412,0.813,0.6883,0.8408,0.813,0.5949,0.4998,0.5767,0.4045,0.5937,0.5621,0.5949,0.4998,0.518,0.5949,0.5949,0.8572,0.762,0.8412,0.8408,0.7622,0.7783,0.8095,1.0,0.8275,0.8572,0.8409,0.4498,0.2597,0.2776,0.4485,0.4498,0.4182,0.4485,0.4498,0.4498,0.3536,0.3549,0.3861,0.2912,0.214,0.3861,0.3861,0.3861,0.3861,0.3861,0.3092,0.2912,0.2912
Condition_8_prime_8,0.8443,0.5599,0.7674,0.7201,0.7673,0.815,0.7494,0.6708,0.8443,0.8443,0.8443,0.815,0.6959,0.6722,0.6248,0.7421,0.7421,0.815,0.7494,0.815,0.7491,0.815,0.2513,0.2513,0.2513,0.2513,0.2513,0.2513,0.2513,0.2513,0.2513,0.1598,0.2513,0.3599,0.3599,0.3599,0.3599,0.3599,0.3586,0.3599,0.3599,0.3599,0.3586,0.3599,0.803,0.7077,0.6219,0.7418,0.7418,0.7131,0.803,0.8203,0.6783,0.7609,0.803,0.8315,0.7043,0.7363,0.6401,0.7549,0.755,0.8315,0.7375,0.7656,0.8314,0.8144,0.6892,0.5952,0.6709,0.4991,0.6892,0.6576,0.6892,0.5943,0.6892,0.6892,0.6892,0.8449,0.7496,0.9085,0.7017,0.8411,0.771,0.8108,0.8275,1.0,0.8449,0.829,0.4486,0.2597,0.3537,0.3703,0.4486,0.34,0.4473,0.4486,0.4486,0.3534,0.3546,0.385,0.291,0.2901,0.385,0.308,0.385,0.385,0.385,0.385,0.291,0.291
Condition_8_prime_9,0.8083,0.5241,0.7606,0.7134,0.7606,0.8083,0.7134,0.6651,0.7446,0.8083,0.8083,0.8082,0.713,0.6655,0.6181,0.8045,0.8046,0.8082,0.7134,0.8082,0.713,0.8082,0.2767,0.2767,0.2767,0.2131,0.2767,0.2767,0.2767,0.2767,0.2767,0.1905,0.2767,0.3426,0.3426,0.3426,0.2789,0.3426,0.3422,0.3426,0.3426,0.3426,0.3422,0.3426,0.8852,0.79,0.6748,0.8098,0.8734,0.7993,0.8852,0.8411,0.7152,0.7977,0.8852,0.9138,0.7999,0.771,0.7224,0.8865,0.8866,0.9138,0.7722,0.7549,0.9138,0.8198,0.6904,0.5964,0.6814,0.5003,0.6904,0.6722,0.6904,0.5955,0.6268,0.6904,0.6904,0.9817,0.8865,0.9364,0.8225,0.8865,0.8958,0.8108,0.8572,0.8449,1.0,0.8878,0.4273,0.2384,0.2688,0.3793,0.4273,0.3614,0.427,0.4273,0.4273,0.333,0.3333,0.3957,0.3017,0.2372,0.3957,0.3481,0.3957,0.3957,0.3957,0.3321,0.3017,0.3017
Condition_8_prime_10,0.7664,0.5759,0.7027,0.6715,0.7027,0.7664,0.6715,0.6062,0.6894,0.7664,0.7664,0.7664,0.7547,0.6076,0.5763,0.696,0.696,0.7664,0.6715,0.7664,0.6711,0.7664,0.3123,0.3123,0.3123,0.2353,0.3123,0.3123,0.3123,0.3123,0.3123,0.2208,0.3123,0.3759,0.3759,0.3759,0.2989,0.3759,0.3747,0.3759,0.3759,0.3759,0.3747,0.3759,0.8738,0.7785,0.6353,0.7353,0.7989,0.7811,0.8738,0.7702,0.7856,0.8774,0.8738,0.8878,0.8638,0.7496,0.6988,0.8042,0.8133,0.8878,0.8448,0.7046,0.8744,0.9084,0.6273,0.6272,0.609,0.4371,0.6272,0.6273,0.6273,0.5324,0.5503,0.6273,0.6273,0.897,0.8018,0.8878,0.7378,0.8042,0.8096,0.9048,0.8409,0.829,0.8878,1.0,0.3706,0.2757,0.1988,0.3057,0.3706,0.307,0.3694,0.3706,0.3706,0.3694,0.3706,0.323,0.323,0.1511,0.323,0.2594,0.323,0.323,0.323,0.246,0.323,0.323
Condition_9,0.5793,0.5025,0.5528,0.4103,0.4866,0.5056,0.5481,0.5573,0.5528,0.5793,0.5793,0.499,0.387,0.5304,0.4075,0.4249,0.4276,0.499,0.4711,0.499,0.5663,0.5052,0.4659,0.4489,0.4659,0.3562,0.4566,0.4566,0.4566,0.4513,0.4659,0.4476,0.4476,0.8095,0.6372,0.7913,0.5768,0.8095,0.7143,0.7897,0.7492,0.8005,0.7233,0.7913,0.4671,0.4671,0.3985,0.343,0.4066,0.3775,0.4671,0.434,0.4621,0.4223,0.4671,0.4819,0.3775,0.4965,0.393,0.4144,0.4057,0.4819,0.4013,0.5187,0.4963,0.4462,0.6136,0.4535,0.6522,0.4867,0.5516,0.5185,0.6136,0.5527,0.5753,0.6136,0.5831,0.4178,0.4178,0.3957,0.3541,0.4144,0.3503,0.4464,0.4498,0.4486,0.4273,0.3706,1.0,0.8058,0.8083,0.6692,0.9048,0.7496,0.9088,0.8877,0.991,0.8173,0.8559,0.8045,0.703,0.6746,0.7005,0.703,0.7969,0.7982,0.7955,0.7214,0.6641,0.7002
Condition_9_prime_1,0.3892,0.6453,0.3627,0.3154,0.2977,0.3167,0.4529,0.3669,0.3627,0.3892,0.3892,0.3101,0.3883,0.3403,0.3126,0.2394,0.2422,0.3101,0.3763,0.3101,0.3763,0.3163,0.3716,0.3546,0.3716,0.2618,0.3623,0.3623,0.3623,0.3571,0.3716,0.3533,0.3533,0.7143,0.6373,0.6998,0.4816,0.7106,0.6191,0.6982,0.6577,0.709,0.6281,0.6998,0.2782,0.3734,0.3034,0.1575,0.2211,0.192,0.2782,0.2452,0.367,0.3274,0.2782,0.2931,0.3787,0.3064,0.2981,0.2289,0.2202,0.2931,0.3064,0.3286,0.3074,0.3513,0.4236,0.4538,0.4622,0.3915,0.3627,0.3296,0.4236,0.4575,0.3852,0.4236,0.393,0.2289,0.3242,0.2068,0.1652,0.2289,0.1649,0.3512,0.2597,0.2597,0.2384,0.2757,0.8058,1.0,0.714,0.4788,0.7106,0.5554,0.7183,0.6972,0.8004,0.723,0.7644,0.6165,0.6102,0.5821,0.5101,0.515,0.6065,0.6102,0.6074,0.5336,0.5717,0.6078
